"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Columnea ciliata",1,0.111111111111111,0.111111111111111,-0.888888888888889,1,1,1,1,1,1.6,0,0,0.12962962962963,0.032343709505572,1677720700.50048,0,1,0.140625,0.135764015626459,0.239812466568131
"Centropogon solanifolius",1,0.111111111111111,0.5,-0.5,0.8,1,1,1,1,1.2,0,0,0.166666666666667,0.136791108577942,0.427945957592403,0,1,0.125,0.135764015626459,0.703918089034135
"Columnea picta",3,0.333333333333333,0.680555555555556,-0.106481481481481,0.6,0.875,0.576221528580806,0.75,1,1,0.5,0.0384615384615385,0.185185185185185,0.108353503304531,1.74344393002143,0.974314752869349,2.6493511285621,0.546875,0.359686548018082,0.261853284183318
"Psammisia ulbrichiana",4,0.444444444444444,1.95833333333333,0.239583333333333,0.4,0.892857142857143,0.566573840871394,0.625,1,1.2,0,0,0.166666666666667,0.0862378727991376,1.97415179372731,1.09059947377948,2.97605760642003,0.356971153846154,0.404041531383251,0.660615941140282
"Palicourea demissa",7,0.777777777777778,3.77777777777778,0.396825396825397,0,0.5,0.244948974278318,0.25,1,1.2,0,0.230769230769231,0.166666666666667,0.094201792450773,5.10871456705395,1.86404357975203,6.4497642499995,0.516666666666667,0.87564589442391,0.483942488231737
"Heliconia virginalis",4,0.444444444444444,1.97222222222222,0.243055555555556,0.2,0.885416666666667,0.538235582745215,0.625,1,1,0.5,0.730769230769231,0.185185185185185,0.142897854496601,1.39928759310703,1.13926556715537,3.1244728068711,0.590353260869565,0.424190974976494,0.476387258741198
