"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Violet-tailed Sylph",19,0.475,8.65581226765437,0.402937487771283,0,0.936243936243936,0.538461538461538,0.363934865336333,0.507331885289862,1,0.274570105820106,0.569014084507042,0.0666666666666667,0.074602649406555,6.14855380114306,2.26312356193003,9.61306933734202,0.49046059447696,0.56280651795602,0.391347458766219
"Tawny-bellied Hermit",12,0.3,6.81957236233552,0.48496436352796,0.111111111111111,0.955406911928651,0.717948717948718,0.428872804389111,0.62891562667043,1.44444444444444,0.02336860670194,0.0845070422535211,0.0518518518518519,0.0600965141197969,4.39569461335367,1.94643670723825,7.00368687787321,0.357329413646147,0.270521541950113,0.698431333686166
"Brown Inca",14,0.35,5.61713651845231,0.329795465603736,0.0555555555555556,0.980952380952381,0.666666666666667,0.578935498812692,0.390175458229815,1.16666666666667,0.114583333333333,0.0450704225352113,0.0611111111111111,0.0661780769032191,5.68673434507232,1.67995809585986,5.36533113682342,0.273740197494482,0.408564737370358,0.436161533207152
"Booted Racketail",6,0.15,3.22564935064935,0.370941558441558,0.333333333333333,0.989316239316239,0.871794871794872,0.711827652627114,0.450614336643748,1.22222222222222,0.0878858024691358,0.211267605633803,0.0592592592592593,0.0643717210249139,2.11413789197665,1.0483822886903,2.85303200073682,0.145562225969554,0.190636254501801,0.633513931890127
"Speckled Hummingbird",5,0.125,1.65443912812334,0.130887825624668,0.444444444444444,0.980392156862745,0.897435897435897,0.616487615493596,0.618199539252171,1.33333333333333,0.0705467372134039,0,0.0555555555555556,0.0390093627444961,1.71335461844568,1.15682487043474,3.17982088722808,0.162235056042086,0.165986394557823,0.742117431617728
"Stripe-throated Hermit",10,0.25,4.1036186036186,0.31036186036186,0.166666666666667,0.951282051282051,0.769230769230769,0.416107585522484,0.54646502922365,1.33333333333333,0.0366402116402116,0,0.0555555555555556,0.034093551224137,5.40105619645078,1.92748976659208,6.87223765099559,0.350622849520213,0.24018296973962,0.648127942795692
"Booted Racket-tail",5,0.125,1.03237734487734,0.00647546897546898,0.5,0.982371794871795,0.897435897435897,0.63297252347083,0.254946956335845,1.38888888888889,0.0187830687830688,0.0422535211267606,0.0537037037037037,0.0587105417048848,1.80509375445441,1.13258452388547,3.10366764633048,0.15834970345684,0.23265306122449,0.494341133557629
"Collared Inca",8,0.2,2.30565998329156,0.163207497911445,0.222222222222222,0.954415954415954,0.82051282051282,0.464316426146807,0.361242120452647,1.38888888888889,0.051168430335097,0,0.0537037037037037,0.0439960177928491,4.0683052048698,1.69573488620671,5.45065010131743,0.278093187010884,0.403265306122449,0.435678576586199
"Buff-tailed Coronet",1,0.025,0.772727272727273,-0.227272727272727,0.888888888888889,1,1,1,0.772727272727273,1.77777777777778,0,0,0.0407407407407407,0.0540815015957257,0.232183402708369,0,1,0.0510201869211286,0.0448979591836735,0.917303065994976
"Gorgeted Sunangel",7,0.175,1.4936109212425,0.0705158458917858,0.277777777777778,0.905982905982906,0.846153846153846,0.37657744274186,0.152985955147609,1.11111111111111,0.211728395061728,0.047887323943662,0.062962962962963,0.0346928426361075,5.57133564685951,1.87116041423181,6.4958298809029,0.331418454731519,0.418367346938775,0.251955904601994
"Crowned Woodnymph",2,0.05,0.523809523809524,-0.238095238095238,0.666666666666667,0.997863247863248,0.974358974358974,0.924308842646957,0.201465201465201,1.55555555555556,0,0,0.0481481481481481,0.0416142607705617,0.660098715569056,0.271189373041844,1.31152341404742,0.066914169736136,0.13469387755102,0.507421441653816
"Green-fronted Lancebill",2,0.05,0.273268398268398,-0.363365800865801,0.722222222222222,0.997668997668998,0.974358974358974,0.918316308961593,0.241026334776335,1.61111111111111,0,0,0.0462962962962963,0.0352675173645057,0.685325657285623,0.286835983056161,1.33220569124945,0.0679693833849382,0.169047619047619,0.517878816743752
