"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Brown Inca",4,0.333333333333333,2.6,0.4,0,0.94949494949495,0.727272727272727,0.64896092200774,0.635714285714286,1,1,0.75,0.222222222222222,0.148760330578512,1.87083692718106,0.991138896613094,2.69430125621825,0.323787696922509,0.463585434173669,0.590766674589791
"Green-fronted Lancebill",1,0.0833333333333333,1,0,0.555555555555556,1,1,1,1,NA,0,0,0,NA,0.287850999076694,0,1,0.120175016129035,0.176470588235294,1
"Fawn-breasted Brilliant",2,0.166666666666667,0.566666666666667,-0.216666666666667,0.222222222222222,0.984848484848485,0.909090909090909,0.856059921957247,0.366666666666667,1.5,0,0.25,0.166666666666667,0.121212121212121,0.935412999044635,0.410116318288409,1.50699306577254,0.181102915985559,0.411764705882353,0.401404212602192
"Collared Inca",2,0.166666666666667,1.08333333333333,0.0416666666666667,0.333333333333333,0.981818181818182,0.909090909090909,0.834847109936722,0.736111111111111,1.5,0,0,0.166666666666667,0.110192837465565,1.0505229538638,0.450561208866305,1.5691925832142,0.188577743997329,0.196078431372549,0.788327225141788
"Tawny-bellied Hermit",3,0.25,3,0.666666666666667,0.111111111111111,0.954545454545455,0.818181818181818,0.674199862463242,1,NA,0,0,0,NA,2.38771671927057,0.867563228481461,2.3811015779523,0.286148920535289,0.117647058823529,1
"Violet-tailed Sylph",2,0.166666666666667,1.5,0.25,0.444444444444444,0.939393939393939,0.909090909090909,0.69019101440372,0.8,1.5,0,0,0.166666666666667,0.148760330578512,1.23549253245909,0.673011667009257,1.96013170420779,0.235558859168205,0.137254901960784,0.853606171489041
"Booted Racket-tail",1,0.0833333333333333,0.25,-0.75,0.666666666666667,1,1,1,0.25,1.5,0,0,0.166666666666667,0.0818181818181818,1677720700.50048,0,1,0.120175016129035,0.0784313725490196,0.488083950380369
"Booted Racketail",1,0.0833333333333333,0.5,-0.5,0.777777777777778,1,1,1,0.5,1,0,0,0.0555555555555556,NA,1677720700.50048,0,1,0.120175016129035,0.0392156862745098,0.744041975190184
"Crowned Woodnymph",1,0.0833333333333333,1,0,0.888888888888889,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.120175016129035,0.0196078431372549,1
"Gorgeted Sunangel",1,0.0833333333333333,0.5,-0.5,1,1,1,1,0.5,1,0,0,0.0555555555555556,NA,1677720700.50048,0,1,0.120175016129035,0.0392156862745098,0.744041975190184
