"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racketail",7,0.25,2.39341047114941,0.19905863873563,0.136363636363636,0.979328165374677,0.777777777777778,0.688960426041849,0.431683913967989,1.38095238095238,0.0530482385261797,0.185478073328541,0.0514112903225806,0.0375544305464481,1.96821717758578,0.955797909256853,2.60074491368695,0.204781443998678,0.434373359333983,0.462145310892525
"Buff-tailed Coronet",4,0.142857142857143,1.75241709587061,0.188104273967652,0.409090909090909,0.997530864197531,0.888888888888889,0.935826695995723,0.701831270142466,1.42857142857143,0.03574593298858,0.0661394680086269,0.0498991935483871,0.0343728118000738,1.03737892237802,0.302454926748216,1.35317668297326,0.106548502187308,0.199958123953099,0.765686815700598
"Violet-tailed Sylph",13,0.464285714285714,3.76574469063234,0.212749591587103,0,0.93681917211329,0.555555555555556,0.410855293739481,0.266125303496069,1.0952380952381,0.422511312217195,0.248741912293314,0.0604838709677419,0.0322811384765138,6.03386159541571,2.01619930763096,7.50972845723969,0.591312523353692,0.544898405068822,0.250142833087095
"Sparkling Violetear",2,0.0714285714285714,0.635854341736695,-0.182072829131653,0.545454545454545,0.996296296296296,0.962962962962963,0.910268597446935,0.539088362617774,1.57142857142857,0.00687149859943978,0.0546369518332135,0.0453629032258064,0.0344919212731523,0.431567542577229,0.304636097349238,1.35613141338627,0.106781156284763,0.261763362265875,0.644145774742563
"Tawny-bellied Hermit",9,0.321428571428571,5.18668300653595,0.465187000726216,0.0454545454545455,0.892592592592593,0.703703703703704,0.352920048240386,0.553335009217362,1.38095238095238,0.105881006248653,0.229331416247304,0.0514112903225806,0.0303703274523367,3.66764401304262,1.99484863562545,7.35109025049745,0.578821424792248,0.248743718592965,0.664777899500896
"Brown Inca",8,0.285714285714286,3.57895658263305,0.322369572829132,0.0909090909090909,0.888888888888889,0.740740740740741,0.378158849197447,0.485746381886088,1.23809523809524,0.179911387631976,0.122214234363767,0.0559475806451613,0.0225810975499316,4.20209979465981,1.89199649347357,6.63259740855385,0.522247632836874,0.27428810720268,0.562590589282495
"Speckled Hummingbird",5,0.178571428571429,1.79619391616296,0.159238783232591,0.227272727272727,0.925925925925926,0.851851851851852,0.451904975626386,0.361758665454486,1.47619047619048,0.0175945378151261,0,0.0483870967741935,0.0256962398763987,1.92169380835545,1.52549619437381,4.59742421946874,0.361999043190527,0.331448911222781,0.524020151761222
"Gorgeted Sunangel",5,0.178571428571429,1.00970405139985,0.00194081027996938,0.272727272727273,0.941798941798942,0.851851851851852,0.488083886438785,0.174568431409538,1.52380952380952,0.0298777203188968,0.0158159597411934,0.046875,0.0241889919686493,2.29323849463529,1.44048174159249,4.2227295915584,0.332495762588797,0.296482412060302,0.380831125876253
"Collared Inca",6,0.214285714285714,0.841003917129953,-0.0264993471450078,0.181818181818182,0.938271604938272,0.814814814814815,0.471404520791032,0.197012460190641,1.52380952380952,0.0298777203188968,0.0172537742631201,0.046875,0.0227405193115869,3.48686012236779,1.54811552687402,4.70259990417347,0.370280527650627,0.341708542713568,0.379052697818352
"Stripe-throated Hermit",5,0.178571428571429,2.44166666666667,0.288333333333333,0.318181818181818,0.962962962962963,0.851851851851852,0.557980817405574,0.492708333333333,1.52380952380952,0.0392789808230984,0,0.046875,0.0151988684023912,2.49674652037146,1.2996509635499,3.66801617281868,0.2888178861861,0.135678391959799,0.694504796082515
"White-whiskered Hermit",5,0.178571428571429,1.3125,0.0625,0.363636363636364,0.944444444444444,0.851851851851852,0.503322295684717,0.238888888888889,1.61904761904762,0.00884642318465848,0.0603882099209202,0.0438508064516129,0.0201376032718766,2.62630894296165,1.40194545937873,4.0630968727169,0.319926356607549,0.180904522613065,0.510741159107063
"Booted Racket-tail",3,0.107142857142857,0.360364145658263,-0.213211951447246,0.5,0.98989898989899,0.925925925925926,0.793492047615872,0.121378551420568,1.52380952380952,0.0169905462184874,0,0.046875,0.025255732749359,1.1712749641116,0.655975732336547,1.92702185790059,0.151732804167428,0.366475233309404,0.292556480479686
"Andean Emerald",1,0.0357142857142857,0.25,-0.75,0.727272727272727,1,1,1,0.25,1.9047619047619,0,0,0.0388104838709677,0.018744847593753,0.301670201268593,0,1,0.0787395345544941,0.0804020100502513,0.603288828377027
"Purple-bibbed Whitetip",4,0.142857142857143,0.168767507002801,-0.2078081232493,0.454545454545455,0.888888888888889,0.888888888888889,0.471404520791032,0.0421918767507003,1.42857142857143,0.0358718487394958,0,0.0498991935483871,0.0122081820189591,6710885302.00018,1.38629436111989,4,0.314958138217976,0.454773869346734,0.14004328108778
"Green-crowned Brilliant",2,0.0714285714285714,0.142361111111111,-0.428819444444444,0.590909090909091,0.981481481481482,0.962962962962963,0.734230651911074,0.0844907407407407,1.61904761904762,0.00884642318465848,0,0.0438508064516129,0.0100688688256154,2.62230229845195,0.636514168294813,1.88988157484231,0.148808395566198,0.125628140703518,0.384839730206509
"Green-fronted Lancebill",1,0.0357142857142857,0.176470588235294,-0.823529411764706,0.772727272727273,1,1,1,0.176470588235294,1.95238095238095,0,0,0.0362903225806452,0.0105965936004986,0.525261466517939,0,1,0.0787395345544941,0.042713567839196,0.592735675274373
"Green-crowned Woodnymph",2,0.0714285714285714,0.555555555555556,-0.222222222222222,0.636363636363636,0.962962962962963,0.962962962962963,0.693888666488711,0.277777777777778,1.76190476190476,0,0,0.0393145161290323,0.0066495426024671,2941562359.8741,0.693147180559945,2,0.157479069108988,0.050251256281407,0.585735895018619
"Wedge-billed Hummingbird",2,0.0714285714285714,0.0868055555555556,-0.456597222222222,0.681818181818182,0.962962962962963,0.962962962962963,0.693888666488711,0.0434027777777778,1.61904761904762,0.00884642318465848,0,0.0438508064516129,0.00748817074600655,2941562359.8741,0.693147180559945,2,0.157479069108988,0.125628140703518,0.265217431121516
"Crowned Woodnymph",1,0.0357142857142857,1,0,0.818181818181818,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0787395345544941,0.00251256281407035,1
"Fawn-breasted Brilliant",1,0.0357142857142857,0.0147058823529412,-0.985294117647059,0.863636363636364,1,1,1,0.0147058823529412,1.76190476190476,0,0,0.0413306451612903,0.00435448949870656,1677720700.50048,0,1,0.0787395345544941,0.170854271356784,0.0476907765002539
