"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Burmeistera cylindrocarpa",1,0.0434782608695652,0.0416666666666667,-0.958333333333333,0.777777777777778,1,1,1,1,1.73076923076923,0,0,0.032184655396619,0.00590191137902931,1677720700.50048,0,1,0.0603015075376884,0.0757118778246292,0.244165003717139
"Columnea ciliata",1,0.0434782608695652,0.0149253731343284,-0.985074626865672,0.814814814814815,1,1,1,1,1.92307692307692,0,0,0.0299089726918075,0.00561307469274238,1677720700.50048,0,1,0.168341708542714,0.0757118778246292,0
"Drymonia teuscheri",1,0.0434782608695652,0.0256410256410256,-0.974358974358974,0.851851851851852,1,1,1,1,1.76923076923077,0,0,0.0325097529258778,0.00560350292172949,1677720700.50048,0,1,0.0979899497487437,0.0757118778246292,0.128696916099351
"Macleania macrantha",1,0.0434782608695652,0.0208333333333333,-0.979166666666667,0.888888888888889,1,1,1,1,2.11538461538462,0,0,0.026332899869961,0.00560389812461551,1677720700.50048,0,1,0.120603015075377,0.0757118778246292,0.0793141469949783
"Macleania recumbens",1,0.0434782608695652,1,0,0.925925925925926,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.00251256281407035,0.0757118778246292,1
"Psammisia ulbrichiana",1,0.0434782608695652,0.0217391304347826,-0.978260869565217,0.962962962962963,1,1,1,1,1.53846153846154,0,0,0.0370611183355007,0.00581324003233363,1677720700.50048,0,1,0.115577889447236,0.0757118778246292,0.0894360793860695
"Stromanthe stromanthoides",1,0.0434782608695652,0.0625,-0.9375,1,1,1,1,1,1.88461538461538,0,0,0.0289336801040312,0.00546859692062155,1677720700.50048,0,1,0.0402010050251256,0.0757118778246292,0.340596573111359
"Glossoloma oblongicalyx",2,0.0869565217391304,1.02173913043478,0.0108695652173913,0.62962962962963,0.954545454545455,0.690849279707758,0.954545454545455,1,1.53846153846154,0,0,0.0370611183355007,0.00581324003233363,2941562359.8741,0.693147180559945,2,0.118090452261307,0.151423755649258,0.525917307513198
"Heliconia virginalis",2,0.0869565217391304,0.566666666666667,-0.216666666666667,0.666666666666667,0.954545454545455,0.690849279707758,0.954545454545455,1,1.92307692307692,0,0,0.0286085825747724,0.00906027780274795,2941562359.8741,0.693147180559945,2,0.042713567839196,0.151423755649258,0.578845693447266
"Columnea medicinalis",1,0.0434782608695652,0.0769230769230769,-0.923076923076923,0.740740740740741,1,1,1,1,1.76923076923077,0,0,0.0325097529258778,0.0140339536410334,0.525261466517939,0,1,0.0979899497487437,0.0757118778246292,0.353620443379819
