"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Columnea ciliata",1,0.0909090909090909,0.142857142857143,-0.857142857142857,0.466666666666667,1,1,1,1,1.7,0,0,0.0764705882352941,0.0376629647513279,1677720700.50048,0,1,0.12280701754386,0.118393900984923,0.216908148553054
"Columnea mastersonii",1,0.0909090909090909,1,0,0.533333333333333,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0175438596491228,0.118393900984923,1
"Gasteranthus quitensis",1,0.0909090909090909,0.5,-0.5,0.6,1,1,1,1,1,0,0,0.0117647058823529,NA,1677720700.50048,0,1,0.0350877192982456,0.118393900984923,0.72105705434887
"Glossoloma oblongicalyx",1,0.0909090909090909,0.166666666666667,-0.833333333333333,0.666666666666667,1,1,1,1,1.8,0,0,0.0705882352941176,0.0376629647513279,1677720700.50048,0,1,0.105263157894737,0.118393900984923,0.27894294565113
"Guzmania amplectens",1,0.0909090909090909,0.0833333333333333,-0.916666666666667,0.733333333333333,1,1,1,1,1.5,0,0,0.0882352941176471,0.040315286212689,1677720700.50048,0,1,0.210526315789474,0.118393900984923,0
"Heliconia griggsiana",1,0.0909090909090909,0.142857142857143,-0.857142857142857,0.8,1,1,1,1,1.7,0,0,0.0764705882352941,0.0376629647513279,1677720700.50048,0,1,0.12280701754386,0.118393900984923,0.216908148553054
"Mezobromelia capituligera",1,0.0909090909090909,0.0833333333333333,-0.916666666666667,0.866666666666667,1,1,1,1,1.5,0,0,0.0882352941176471,0.040315286212689,1677720700.50048,0,1,0.210526315789474,0.118393900984923,0
"Salvia quitensis",1,0.0909090909090909,0.2,-0.8,0.933333333333333,1,1,1,1,1,0,0,0.0117647058823529,NA,1677720700.50048,0,1,0.087719298245614,0.118393900984923,0.352314537622003
"Stromanthe stromanthoides",1,0.0909090909090909,0.5,-0.5,1,1,1,1,1,1,0,0,0.0117647058823529,NA,1677720700.50048,0,1,0.0350877192982456,0.118393900984923,0.72105705434887
"Columnea medicinalis",1,0.0909090909090909,0.285714285714286,-0.714285714285714,0.4,1,1,1,1,1.7,0,0,0.0764705882352941,0.0622257678500199,0.795926633452104,0,1,0.12280701754386,0.118393900984923,0.476651643155679
"Bomarea pardina",2,0.181818181818182,0.458333333333333,-0.270833333333333,0.266666666666667,0.966666666666667,0.766485485837795,0.9,1,1.4,0.0344827586206897,0.0434782608695652,0.0941176470588235,0.0602607436021246,1.59181590415142,0.562335144618808,1.75476535060332,0.350877192982456,0.207753515171104,0.3841494575767
"Columnea strigosa",1,0.0909090909090909,0.416666666666667,-0.583333333333333,0.333333333333333,1,1,1,1,1.5,0,0,0.0882352941176471,0.12445153570004,0.375882883682592,0,1,0.210526315789474,0.118393900984923,0.587222291403639
"Drymonia teuscheri",3,0.272727272727273,1.875,0.291666666666667,0.133333333333333,0.866666666666667,0.571428571428572,0.8,1,1.6,0.0344827586206897,0.166666666666667,0.0823529411764706,0.0894495412844036,1.98881626927183,1.00424247305408,2.7298385631036,0.263157894736842,0.323196236544913,0.630749592887495
"Fuchsia macrostigma",3,0.272727272727273,1.01190476190476,0.00396825396825395,0.0666666666666667,0.833333333333333,0.527375577743225,0.8,1,1,0.896551724137931,0.789855072463768,0.117647058823529,0.130108423686405,1.74344393002143,1.08219553003877,2.95115178586752,0.43859649122807,0.349398372327479,0.394650449424049
"Palicourea demissa",2,0.181818181818182,1.8,0.4,0.2,0.9,0.670820393249937,0.9,1,1,0,0,0.0117647058823529,NA,0.855931944224533,0.693147180559945,2,0.157894736842105,0.236787801969847,0.939276318431361
"Meriania tomentosa",4,0.363636363636364,2.33333333333333,0.333333333333333,0,0.96,0.703489842985436,0.7,1,1.4,0.0344827586206897,0,0.0941176470588235,0.0530071355759429,1.87083692718106,0.895332665968091,2.4481500702262,0.404761904761905,0.289846037010593,0.716454442683759
