"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Columnea medicinalis",1,0.125,0.0769230769230769,-0.923076923076923,0.8,1,1,1,1,1.25,0,0,0.120689655172414,0.0670859538784067,1677720700.50048,0,1,0.30952380952381,0.161822670737391,0
"Guzmania squarrosa",1,0.125,0.333333333333333,-0.666666666666667,0.9,1,1,1,1,1.5,0,0,0.0517241379310345,NA,1677720700.50048,0,1,0.0714285714285714,0.161822670737391,0.571682658968605
"Palicourea demissa",1,0.125,0.125,-0.875,1,1,1,1,1,1,0,0,0.0689655172413793,NA,1677720700.50048,0,1,0.19047619047619,0.161822670737391,0.189285536718041
"Psammisia aberrans",2,0.25,1.07692307692308,0.0384615384615385,0.4,0.857142857142857,0.654653670707977,0.857142857142857,1,1.25,0,0,0.120689655172414,0.0670859538784067,2941562359.8741,0.693147180559945,2,0.333333333333333,0.323645341474782,0.447731809582236
"Columnea mastersonii",2,0.25,0.362637362637363,-0.318681318681319,0.3,0.928571428571429,0.701472374412202,0.857142857142857,1,1,0.333333333333333,0.333333333333333,0.137931034482759,0.177580466148724,2.62230229845195,0.636514168294813,1.88988157484231,0.476190476190476,0.305825683818369,0.230615527671575
"Salvia quitensis",1,0.125,0.375,-0.625,0.7,1,1,1,1,1,0,0,0.0689655172413793,NA,0.525261466517939,0,1,0.19047619047619,0.161822670737391,0.553512390782158
"Guzmania amplectens",1,0.125,0.571428571428571,-0.428571428571429,0.5,1,1,1,1,1.5,0,0,0.103448275862069,0.251572327044025,0.427945957592403,0,1,0.166666666666667,0.161822670737391,0.727007998365659
"Stromanthe stromanthoides",1,0.125,0.5,-0.5,0.6,1,1,1,1,1,0,0,0.0689655172413793,NA,0.427945957592403,0,1,0.19047619047619,0.161822670737391,0.661868660020551
"Macleania stricta",3,0.375,2.26666666666667,0.422222222222222,0,0.857142857142857,0.549169647365276,0.714285714285714,1,1,0.333333333333333,0.222222222222222,0.0689655172413793,NA,2.38771671927057,1.01140426470735,2.74945927399721,0.214285714285714,0.444924842801915,0.782306090221329
"Meriania tomentosa",2,0.25,1.4,0.2,0.2,0.928571428571429,0.701472374412202,0.857142857142857,1,1.5,0,0,0.0517241379310345,NA,1.0505229538638,0.636514168294813,1.88988157484231,0.214285714285714,0.305825683818369,0.82975991411955
"Heliconia griggsiana",2,0.25,0.912087912087912,-0.0439560439560439,0.1,0.985714285714286,0.900609789484977,0.857142857142857,1,1,0.333333333333333,0.444444444444444,0.137931034482759,0.342345847111457,0.715316431468451,0.304636097349238,1.35613141338627,0.4004329004329,0.219452807185039,0.675620990934855
