"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Brown Inca",9,0.321428571428571,4.39578491683755,0.377309435204172,0,0.94212962962963,0.703703703703704,0.449121075740877,0.637316128458619,1.36363636363636,0.259887005649718,0.405882352941176,0.110671936758893,0.0551191585674344,3.56224462117607,1.75841112994427,5.80320951956414,0.328995543654033,0.510558192830251,0.532005299667153
"Tawny-bellied Hermit",8,0.285714285714286,5.7974025974026,0.599675324675325,0.0714285714285714,0.911111111111111,0.740740740740741,0.391339016468567,0.74209320091673,2.09090909090909,0,0,0.0721343873517787,0.0393891822463251,5.89756382467967,1.87056888941564,6.49198857255335,0.368043804488275,0.221476510067114,0.777551319585036
"Violet-tailed Sylph",8,0.285714285714286,3.79678742310321,0.349598427887902,0.142857142857143,0.839506172839506,0.740740740740741,0.341903711808088,0.506211551606288,1.54545454545455,0.127118644067797,0.117647058823529,0.0988142292490119,0.0441694228101995,6.36724075517539,1.98133251472398,7.25240047977867,0.411153074966137,0.31753355704698,0.551680728187698
"Collared Inca",6,0.214285714285714,2.69786967418546,0.282978279030911,0.214285714285714,0.925925925925926,0.814814814814815,0.434518796327777,0.501445279866332,1.45454545454545,0.161016949152542,0.0705882352941176,0.104743083003953,0.0404268910435069,3.70647640949529,1.63970635741561,5.15365595716911,0.292171054262064,0.341834451901566,0.531435926839616
"Fawn-breasted Brilliant",3,0.107142857142857,1.06666666666667,0.0222222222222222,0.285714285714286,0.95679012345679,0.925925925925926,0.641025641025641,0.428205128205128,2.09090909090909,0,0,0.0721343873517787,0.044285179440552,1.22254603174132,0.911017539712563,2.4868517167754,0.140984593058246,0.221476510067114,0.597206053085053
"Buff-tailed Coronet",1,0.0357142857142857,0.666666666666667,-0.333333333333333,0.714285714285714,1,1,1,0.666666666666667,1.81818181818182,0,0,0.0810276679841897,0.0512438336947805,0.276628966116504,0,1,0.0566919982028743,0.100671140939597,0.830125885786256
"Green-fronted Lancebill",1,0.0357142857142857,1,0,0.785714285714286,1,1,1,1,NA,0,0,0,NA,0.276628966116504,0,1,0.0566919982028743,0.0671140939597315,1
"Booted Racketail",3,0.107142857142857,1.55263157894737,0.184210526315789,0.357142857142857,0.989417989417989,0.925925925925926,0.784800744459892,0.505847953216374,1.54545454545455,0.15819209039548,0.147058823529412,0.0948616600790514,0.0245041703454161,1.57579951959953,0.683738905848754,1.98127168926922,0.112322251047456,0.211782252050708,0.646847920814477
"Crowned Woodnymph",3,0.107142857142857,1.92857142857143,0.30952380952381,0.428571428571429,0.987654320987654,0.925925925925926,0.760725774312731,0.508928571428571,2.09090909090909,0.169491525423729,0.117647058823529,0.075098814229249,0.0242033313683554,1.74344393002143,0.735621939758795,2.08677944009772,0.118303696267815,0.114093959731544,0.713031404438581
"Gorgeted Sunangel",2,0.0714285714285714,0.204761904761905,-0.397619047619048,0.5,0.981481481481482,0.962962962962963,0.734230651911074,0.112698412698413,1.54545454545455,0.124293785310734,0.141176470588235,0.0948616600790514,0.0232832526254,2.62230229845195,0.636514168294813,1.88988157484231,0.107141162844605,0.194630872483221,0.202340534922962
"Stripe-throated Hermit",2,0.0714285714285714,2,0.5,0.571428571428571,0.962962962962963,0.962962962962963,0.693888666488711,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.113383996405749,0.0134228187919463,1
"White-whiskered Hermit",2,0.0714285714285714,1.5,0.25,0.642857142857143,0.962962962962963,0.962962962962963,0.693888666488711,0.75,3,0,0,0.0513833992094862,0.0105733397749547,2941562359.8741,0.693147180559945,2,0.113383996405749,0.0201342281879195,0.877373107943393
"Booted Racket-tail",1,0.0357142857142857,0.25,-0.75,0.857142857142857,1,1,1,0.25,2.09090909090909,0,0,0.0721343873517787,0.0136101385669905,1677720700.50048,0,1,0.0566919982028743,0.0268456375838926,0.529182173266723
"Speckled Hummingbird",1,0.0357142857142857,0.142857142857143,-0.857142857142857,0.928571428571429,1,1,1,0.142857142857143,2.09090909090909,0,0,0.0721343873517787,0.0129256346712978,1677720700.50048,0,1,0.0566919982028743,0.0469798657718121,0.339123628363936
"Wedge-billed Hummingbird",1,0.0357142857142857,1,0,1,1,1,1,1,NA,0,NA,0,NA,1677720700.50048,0,1,0.0566919982028743,0.00671140939597315,1
