"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Violet-tailed Sylph",7,0.4375,4.57337662337662,0.510482374768089,0,0.92,0.6,0.473542420742244,0.80056080283353,1,0.973684210526316,1,0.123287671232877,0.0384331116038433,3.54407550883696,1.57953519874267,4.85269974602367,0.579101938973022,0.371807967313585,0.70412088869972
"Speckled Hummingbird",1,0.0625,0.894736842105263,-0.105263157894737,0.333333333333333,1,1,1,0.894736842105263,1,0,0,0.0136986301369863,NA,0.232183402708369,0,1,0.119336033400282,0.213483146067416,0.926376365872902
"Booted Racket-tail",1,0.0625,0.535714285714286,-0.464285714285714,0.416666666666667,1,1,1,0.535714285714286,1.33333333333333,0,0,0.102739726027397,0.211382113821138,0.241191785891597,0,1,0.119336033400282,0.314606741573034,0.614658706232512
"Tawny-bellied Hermit",5,0.3125,3.82857142857143,0.565714285714286,0.0833333333333333,0.822222222222222,0.733333333333333,0.413944274340101,0.735064935064935,1.77777777777778,0,0,0.0753424657534247,0.0321086755171349,3.53812148496754,1.54659868604851,4.69547221580378,0.560339029175256,0.202247191011236,0.788921247636173
"Booted Racketail",1,0.0625,0.25,-0.75,0.5,1,1,1,0.25,1.33333333333333,0,0,0.102739726027397,0.134515890613452,0.319256906602962,0,1,0.119336033400282,0.314606741573034,0.383240336067105
"Collared Inca",4,0.25,2.04285714285714,0.260714285714286,0.166666666666667,0.9,0.8,0.481663783151692,0.488571428571429,1.66666666666667,0.0263157894736842,0,0.0821917808219178,0.0278745644599303,9.28414131051468,1.33217904021012,3.789291416276,0.452199007016115,0.168539325842697,0.644157963979554
"Brown Inca",4,0.25,2.59090909090909,0.397727272727273,0.25,0.8,0.8,0.447213595499958,0.647727272727273,1.77777777777778,0,0,0.0753424657534247,0.0166333466613355,6710885302.00018,1.38629436111989,4,0.477344133601128,0.168539325842697,0.708953691204149
"Gorgeted Sunangel",1,0.0625,0.105263157894737,-0.894736842105263,0.583333333333333,1,1,1,0.105263157894737,1,0,0,0.0136986301369863,NA,0.795926633452104,0,1,0.119336033400282,0.213483146067416,0.282644680256443
"Stripe-throated Hermit",1,0.0625,0.0714285714285714,-0.928571428571429,0.666666666666667,1,1,1,0.0714285714285714,1.33333333333333,0,0,0.102739726027397,0.0497369679579149,0.795926633452104,0,1,0.119336033400282,0.314606741573034,0.159086433984458
"Crowned Woodnymph",1,0.0625,0.0357142857142857,-0.964285714285714,0.75,1,1,1,0.0357142857142857,1.33333333333333,0,0,0.102739726027397,0.0264227642276423,1677720700.50048,0,1,0.119336033400282,0.314606741573034,0
"Green-crowned Brilliant",1,0.0625,1,0,0.833333333333333,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.119336033400282,0.0112359550561798,1
"Purple-bibbed Whitetip",1,0.0625,0.0357142857142857,-0.964285714285714,0.916666666666667,1,1,1,0.0357142857142857,1.33333333333333,0,0,0.102739726027397,0.0264227642276423,1677720700.50048,0,1,0.119336033400282,0.314606741573034,0
"White-whiskered Hermit",1,0.0625,0.0357142857142857,-0.964285714285714,1,1,1,1,0.0357142857142857,1.33333333333333,0,0,0.102739726027397,0.0264227642276423,1677720700.50048,0,1,0.119336033400282,0.314606741573034,0
