"","Hummingbird","Iplant_Double","Camera","Bird","Plant","Day","Yobs","DateP","Transect_R","Month","Year","Traitmatch","All_Flowers","Used_Flowers","FlowerA","BAll_Flowers","UThresh","BUsed_Flowers","Thresh","BFlowerA","jBird","jPlant"
"3462","Speckled Hummingbird","Palicourea lineata","184",22,93,2,0,2014-07-02,"2300_2500",7,"2014",0.14,1107,490.5,188,1,2460.5,0,129.625,1,9,32
"3463","Speckled Hummingbird","Palicourea lineata","144",22,93,3,0,2014-05-07,"2300_2500",5,"2014",0.14,320,138.333333333333,94,1,2460.5,0,129.625,0,9,32
"3464","Speckled Hummingbird","Palicourea lineata","144",22,93,1,17,2014-05-07,"2300_2500",5,"2014",0.14,320,138.333333333333,94,1,2460.5,0,129.625,0,9,32
"3465","Speckled Hummingbird","Palicourea lineata","224",22,93,1,0,2013-06-15,"2100_2300",6,"2013",0.14,19458.4166666667,8822.08333333333,5743.41666666667,1,2460.5,1,129.625,1,9,32
"3466","Speckled Hummingbird","Palicourea lineata","184",22,93,1,0,2014-07-02,"2300_2500",7,"2014",0.14,1107,490.5,188,1,2460.5,0,129.625,1,9,32
"3467","Speckled Hummingbird","Palicourea lineata","158",22,93,2,0,2015-06-23,"2300_2500",6,"2015",0.14,2210.5,1809,1162,1,2460.5,0,129.625,1,9,32
"3468","Speckled Hummingbird","Palicourea lineata","224",22,93,3,0,2013-06-15,"2100_2300",6,"2013",0.14,19458.4166666667,8822.08333333333,5743.41666666667,1,2460.5,1,129.625,1,9,32
"3469","Speckled Hummingbird","Pitcairnia sodiroi","17",22,95,2,0,2015-05-13,"2300_2500",5,"2015",3.313,751.666666666667,488.666666666667,0,1,2460.5,0,129.625,0,9,33
"3470","Speckled Hummingbird","Pitcairnia sodiroi","157",22,95,3,0,2015-05-13,"2100_2300",5,"2015",3.313,1073.66666666667,697.666666666667,0,1,2460.5,0,129.625,0,9,33
"3471","Speckled Hummingbird","Pitcairnia sodiroi","17",22,95,1,0,2015-05-13,"2300_2500",5,"2015",3.313,751.666666666667,488.666666666667,0,1,2460.5,0,129.625,0,9,33
"3472","Speckled Hummingbird","Pitcairnia sodiroi","157",22,95,2,0,2015-05-13,"2100_2300",5,"2015",3.313,1073.66666666667,697.666666666667,0,1,2460.5,0,129.625,0,9,33
"3473","Speckled Hummingbird","Pitcairnia sodiroi","157",22,95,1,0,2015-05-13,"2100_2300",5,"2015",3.313,1073.66666666667,697.666666666667,0,1,2460.5,0,129.625,0,9,33
"3474","Speckled Hummingbird","Pitcairnia sodiroi","17",22,95,3,0,2015-05-13,"2300_2500",5,"2015",3.313,751.666666666667,488.666666666667,0,1,2460.5,0,129.625,0,9,33
"3475","Speckled Hummingbird","Psammisia sodiroi","11",22,101,2,0,2014-11-19,"1900_2100",11,"2014",0.469,8466,6829.66666666667,29.6666666666667,1,2460.5,1,129.625,0,9,35
"3476","Speckled Hummingbird","Psammisia sodiroi","110",22,101,2,0,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3477","Speckled Hummingbird","Psammisia sodiroi","11",22,101,3,0,2014-11-19,"1900_2100",11,"2014",0.469,8466,6829.66666666667,29.6666666666667,1,2460.5,1,129.625,0,9,35
"3478","Speckled Hummingbird","Psammisia sodiroi","197",22,101,2,0,2015-06-23,"2300_2500",6,"2015",0.469,2210.5,1809,12.5,1,2460.5,0,129.625,0,9,35
"3479","Speckled Hummingbird","Psammisia sodiroi","1",22,101,1,0,2013-10-22,"2100_2300",10,"2013",0.469,6972,3998.5,132,1,2460.5,1,129.625,1,9,35
"3480","Speckled Hummingbird","Psammisia sodiroi","197",22,101,3,0,2015-06-23,"2300_2500",6,"2015",0.469,2210.5,1809,12.5,1,2460.5,0,129.625,0,9,35
"3481","Speckled Hummingbird","Psammisia sodiroi","1",22,101,2,0,2013-10-22,"2100_2300",10,"2013",0.469,6972,3998.5,132,1,2460.5,1,129.625,1,9,35
"3482","Speckled Hummingbird","Psammisia sodiroi","256",22,101,3,0,2013-07-28,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3483","Speckled Hummingbird","Psammisia sodiroi","11",22,101,1,4,2014-11-19,"1900_2100",11,"2014",0.469,8466,6829.66666666667,29.6666666666667,1,2460.5,1,129.625,0,9,35
"3484","Speckled Hummingbird","Psammisia sodiroi","197",22,101,1,0,2015-06-23,"2300_2500",6,"2015",0.469,2210.5,1809,12.5,1,2460.5,0,129.625,0,9,35
"3485","Speckled Hummingbird","Psammisia sodiroi","256",22,101,1,0,2013-07-28,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3486","Speckled Hummingbird","Psammisia sodiroi","256",22,101,2,1,2013-07-29,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3487","Speckled Hummingbird","Psammisia sodiroi","86",22,101,2,0,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3488","Speckled Hummingbird","Psammisia sodiroi","256",22,101,3,0,2013-07-29,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3489","Speckled Hummingbird","Psammisia sodiroi","86",22,101,1,5,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3490","Speckled Hummingbird","Psammisia sodiroi","110",22,101,3,0,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3491","Speckled Hummingbird","Psammisia sodiroi","1",22,101,3,0,2013-10-22,"2100_2300",10,"2013",0.469,6972,3998.5,132,1,2460.5,1,129.625,1,9,35
"3492","Speckled Hummingbird","Psammisia sodiroi","256",22,101,2,1,2013-07-28,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3493","Speckled Hummingbird","Psammisia sodiroi","110",22,101,1,0,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3494","Speckled Hummingbird","Psammisia sodiroi","256",22,101,1,0,2013-07-29,"2300_2500",7,"2013",0.469,11267.3333333333,7306.33333333333,451,1,2460.5,1,129.625,1,9,35
"3495","Speckled Hummingbird","Psammisia sodiroi","86",22,101,3,0,2013-11-06,"2300_2500",11,"2013",0.469,1599,1388,84.6666666666667,1,2460.5,0,129.625,0,9,35
"3496","Speckled Hummingbird","Psammisia ulbrichiana","198",22,102,3,0,2015-07-14,"1900_2100",7,"2015",1.359,2423,707.5,141.5,1,2460.5,0,129.625,1,9,36
"3497","Speckled Hummingbird","Psammisia ulbrichiana","231",22,102,2,0,2013-06-25,"2300_2500",6,"2013",1.359,15326.8333333333,8063.41666666667,1865.29166666667,1,2460.5,1,129.625,1,9,36
"3498","Speckled Hummingbird","Psammisia ulbrichiana","198",22,102,1,1,2015-07-14,"1900_2100",7,"2015",1.359,2423,707.5,141.5,1,2460.5,0,129.625,1,9,36
"3499","Speckled Hummingbird","Psammisia ulbrichiana","231",22,102,1,0,2013-06-25,"2300_2500",6,"2013",1.359,15326.8333333333,8063.41666666667,1865.29166666667,1,2460.5,1,129.625,1,9,36
"3500","Speckled Hummingbird","Psammisia ulbrichiana","198",22,102,2,0,2015-07-14,"1900_2100",7,"2015",1.359,2423,707.5,141.5,1,2460.5,0,129.625,1,9,36
"3501","Speckled Hummingbird","Psammisia ulbrichiana","231",22,102,3,0,2013-06-25,"2300_2500",6,"2013",1.359,15326.8333333333,8063.41666666667,1865.29166666667,1,2460.5,1,129.625,1,9,36
"3502","Speckled Hummingbird","Renealmia sessilifolia","21",22,104,2,0,2015-10-07,"2100_2300",10,"2015",1.037,8044.33333333333,5225.66666666667,0,1,2460.5,1,129.625,0,9,37
"3503","Speckled Hummingbird","Renealmia sessilifolia","90",22,104,1,2,2014-02-12,"2300_2500",2,"2014",1.037,244,48,0,1,2460.5,0,129.625,0,9,37
"3504","Speckled Hummingbird","Renealmia sessilifolia","90",22,104,2,0,2014-02-12,"2300_2500",2,"2014",1.037,244,48,0,1,2460.5,0,129.625,0,9,37
"3505","Speckled Hummingbird","Renealmia sessilifolia","21",22,104,1,0,2015-10-07,"2100_2300",10,"2015",1.037,8044.33333333333,5225.66666666667,0,1,2460.5,1,129.625,0,9,37
"3506","Speckled Hummingbird","Renealmia sessilifolia","127",22,104,1,0,2015-04-08,"2100_2300",4,"2015",1.037,419.5,138,0,1,2460.5,0,129.625,0,9,37
"3507","Speckled Hummingbird","Renealmia sessilifolia","142",22,104,3,0,2014-02-27,"2100_2300",2,"2014",1.037,554.666666666667,58.8333333333333,0,1,2460.5,0,129.625,0,9,37
"3508","Speckled Hummingbird","Renealmia sessilifolia","142",22,104,2,0,2014-02-27,"2100_2300",2,"2014",1.037,554.666666666667,58.8333333333333,0,1,2460.5,0,129.625,0,9,37
"3509","Speckled Hummingbird","Renealmia sessilifolia","5",22,104,2,0,2014-01-08,"2300_2500",1,"2014",1.037,494,164,0,1,2460.5,0,129.625,0,9,37
"3510","Speckled Hummingbird","Renealmia sessilifolia","142",22,104,1,1,2014-02-27,"2100_2300",2,"2014",1.037,554.666666666667,58.8333333333333,0,1,2460.5,0,129.625,0,9,37
"3511","Speckled Hummingbird","Renealmia sessilifolia","90",22,104,3,0,2014-02-12,"2300_2500",2,"2014",1.037,244,48,0,1,2460.5,0,129.625,0,9,37
"3512","Speckled Hummingbird","Renealmia sessilifolia","5",22,104,1,1,2014-01-08,"2300_2500",1,"2014",1.037,494,164,0,1,2460.5,0,129.625,0,9,37
"3513","Speckled Hummingbird","Renealmia sessilifolia","21",22,104,3,0,2015-10-07,"2100_2300",10,"2015",1.037,8044.33333333333,5225.66666666667,0,1,2460.5,1,129.625,0,9,37
"3514","Speckled Hummingbird","Renealmia sessilifolia","127",22,104,2,0,2015-04-08,"2100_2300",4,"2015",1.037,419.5,138,0,1,2460.5,0,129.625,0,9,37
"3515","Speckled Hummingbird","Renealmia sessilifolia","5",22,104,3,0,2014-01-08,"2300_2500",1,"2014",1.037,494,164,0,1,2460.5,0,129.625,0,9,37
"3516","Speckled Hummingbird","Renealmia sessilifolia","127",22,104,3,0,2015-04-08,"2100_2300",4,"2015",1.037,419.5,138,0,1,2460.5,0,129.625,0,9,37
"3517","Stripe-throated Hermit","Centropogon solanifolius","319",5,32,1,0,2014-10-07,"1300_1500",10,"2014",2.886,232,56.5,0,1,998.666666666667,0,94,0,10,4
"3518","Stripe-throated Hermit","Centropogon solanifolius","319",5,32,2,0,2014-10-07,"1300_1500",10,"2014",2.886,232,56.5,0,1,998.666666666667,0,94,0,10,4
"3519","Stripe-throated Hermit","Centropogon solanifolius","319",5,32,3,0,2014-10-07,"1300_1500",10,"2014",2.886,232,56.5,0,1,998.666666666667,0,94,0,10,4
"3520","Stripe-throated Hermit","Centropogon solanifolius","311",5,32,1,0,2014-07-06,"1300_1500",7,"2014",2.886,2539,1529,0,1,998.666666666667,1,94,0,10,4
"3521","Stripe-throated Hermit","Centropogon solanifolius","311",5,32,3,0,2014-07-06,"1300_1500",7,"2014",2.886,2539,1529,0,1,998.666666666667,1,94,0,10,4
"3522","Stripe-throated Hermit","Centropogon solanifolius","311",5,32,2,0,2014-07-06,"1300_1500",7,"2014",2.886,2539,1529,0,1,998.666666666667,1,94,0,10,4
"3523","Stripe-throated Hermit","Columnea ciliata","296",5,35,3,0,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3524","Stripe-throated Hermit","Columnea ciliata","294",5,35,1,1,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3525","Stripe-throated Hermit","Columnea ciliata","294",5,35,3,0,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3526","Stripe-throated Hermit","Columnea ciliata","308",5,35,1,1,2014-07-09,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3527","Stripe-throated Hermit","Columnea ciliata","308",5,35,3,0,2014-07-06,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3528","Stripe-throated Hermit","Columnea ciliata","294",5,35,2,0,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3529","Stripe-throated Hermit","Columnea ciliata","296",5,35,2,0,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3530","Stripe-throated Hermit","Columnea ciliata","308",5,35,1,1,2014-07-06,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3531","Stripe-throated Hermit","Columnea ciliata","296",5,35,3,0,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3532","Stripe-throated Hermit","Columnea ciliata","296",5,35,1,0,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3533","Stripe-throated Hermit","Columnea ciliata","308",5,35,2,0,2014-07-06,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3534","Stripe-throated Hermit","Columnea ciliata","296",5,35,2,0,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3535","Stripe-throated Hermit","Columnea ciliata","308",5,35,2,0,2014-07-09,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3536","Stripe-throated Hermit","Columnea ciliata","294",5,35,2,0,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3537","Stripe-throated Hermit","Columnea ciliata","294",5,35,3,0,2014-02-24,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3538","Stripe-throated Hermit","Columnea ciliata","308",5,35,3,0,2014-07-09,"1300_1500",7,"2014",2.56,2539,1529,0,1,998.666666666667,1,94,0,10,5
"3539","Stripe-throated Hermit","Columnea ciliata","294",5,35,1,1,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3540","Stripe-throated Hermit","Columnea ciliata","296",5,35,1,0,2014-02-23,"1300_1500",2,"2014",2.56,337.666666666667,112.333333333333,23,1,998.666666666667,0,94,0,10,5
"3541","Stripe-throated Hermit","Columnea mastersonii","279",5,36,2,0,2013-12-14,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3542","Stripe-throated Hermit","Columnea mastersonii","279",5,36,2,0,2013-12-15,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3543","Stripe-throated Hermit","Columnea mastersonii","279",5,36,1,0,2013-12-14,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3544","Stripe-throated Hermit","Columnea mastersonii","279",5,36,1,0,2013-12-15,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3545","Stripe-throated Hermit","Columnea mastersonii","279",5,36,3,0,2013-12-15,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3546","Stripe-throated Hermit","Columnea mastersonii","269",5,36,3,0,2013-08-15,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3547","Stripe-throated Hermit","Columnea mastersonii","269",5,36,3,0,2013-08-14,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3548","Stripe-throated Hermit","Columnea mastersonii","269",5,36,1,0,2013-08-14,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3549","Stripe-throated Hermit","Columnea mastersonii","269",5,36,2,0,2013-08-15,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3550","Stripe-throated Hermit","Columnea mastersonii","269",5,36,2,0,2013-08-14,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3551","Stripe-throated Hermit","Columnea mastersonii","279",5,36,3,0,2013-12-14,"1300_1500",12,"2013",2.077,771,466.5,0,1,998.666666666667,0,94,0,10,7
"3552","Stripe-throated Hermit","Columnea mastersonii","269",5,36,1,0,2013-08-15,"1300_1500",8,"2013",2.077,0,0,0,0,998.666666666667,0,94,0,10,7
"3553","Stripe-throated Hermit","Columnea picta","285",5,42,3,0,2014-01-18,"1300_1500",1,"2014",0.621,563,361,15,1,998.666666666667,0,94,0,10,9
"3554","Stripe-throated Hermit","Columnea picta","210",5,42,3,0,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3555","Stripe-throated Hermit","Columnea picta","210",5,42,2,0,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3556","Stripe-throated Hermit","Columnea picta","285",5,42,2,0,2014-01-18,"1300_1500",1,"2014",0.621,563,361,15,1,998.666666666667,0,94,0,10,9
"3557","Stripe-throated Hermit","Columnea picta","210",5,42,1,2,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3558","Stripe-throated Hermit","Columnea picta","211",5,42,1,1,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3559","Stripe-throated Hermit","Columnea picta","211",5,42,3,0,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3560","Stripe-throated Hermit","Columnea picta","211",5,42,2,0,2013-06-01,"1300_1500",6,"2013",0.621,0,0,0,0,998.666666666667,0,94,0,10,9
"3561","Stripe-throated Hermit","Columnea picta","285",5,42,1,1,2014-01-18,"1300_1500",1,"2014",0.621,563,361,15,1,998.666666666667,0,94,0,10,9
"3562","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,3,0,2013-07-04,"1300_1500",7,"2013",0.102,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,12
"3563","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,1,2,2013-07-05,"1300_1500",7,"2013",0.102,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,12
"3564","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,3,0,2013-07-05,"1300_1500",7,"2013",0.102,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,12
"3565","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,2,4,2013-07-04,"1300_1500",7,"2013",0.102,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,12
"3566","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,1,2,2013-07-04,"1300_1500",7,"2013",0.102,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,12
"3567","Stripe-throated Hermit","Drymonia teuscheri","238",5,7,2,4,2013-07-05,"1300_1500",7,"2013",0.102,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,12
"3568","Stripe-throated Hermit","Gasteranthus quitensis","325",5,56,2,0,2015-01-31,"1500_1700",1,"2015",0.698,581.5,222,5.5,1,998.666666666667,0,94,0,10,15
"3569","Stripe-throated Hermit","Gasteranthus quitensis","325",5,56,1,1,2015-01-31,"1500_1700",1,"2015",0.698,581.5,222,5.5,1,998.666666666667,0,94,0,10,15
"3570","Stripe-throated Hermit","Gasteranthus quitensis","291",5,56,2,0,2014-02-15,"1300_1500",2,"2014",0.698,429,130.5,27,1,998.666666666667,0,94,0,10,15
"3571","Stripe-throated Hermit","Gasteranthus quitensis","325",5,56,3,0,2015-01-31,"1500_1700",1,"2015",0.698,581.5,222,5.5,1,998.666666666667,0,94,0,10,15
"3572","Stripe-throated Hermit","Gasteranthus quitensis","291",5,56,1,1,2014-02-15,"1300_1500",2,"2014",0.698,429,130.5,27,1,998.666666666667,0,94,0,10,15
"3573","Stripe-throated Hermit","Gasteranthus quitensis","291",5,56,3,0,2014-02-15,"1300_1500",2,"2014",0.698,429,130.5,27,1,998.666666666667,0,94,0,10,15
"3574","Stripe-throated Hermit","Glossoloma purpureum","234",5,3,1,2,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3575","Stripe-throated Hermit","Glossoloma purpureum","234",5,3,3,0,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3576","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,3,0,2014-10-02,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3577","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,2,1,2014-01-26,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3578","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,1,1,2014-01-26,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3579","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,1,1,2014-01-25,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3580","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,1,1,2014-10-03,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3581","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,3,0,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3582","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,1,4,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3583","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,3,0,2013-08-15,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3584","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,3,0,2013-07-04,"1300_1500",7,"2013",2.557,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,17
"3585","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,3,0,2014-10-01,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3586","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,2,0,2014-10-03,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3587","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,2,10,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3588","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,1,0,2013-08-15,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3589","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,2,1,2014-01-25,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3590","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,1,1,2014-10-02,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3591","Stripe-throated Hermit","Glossoloma purpureum","310",5,3,2,0,2014-07-07,"1300_1500",7,"2014",2.557,2539,1529,0,1,998.666666666667,1,94,0,10,17
"3592","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,2,10,2013-07-04,"1300_1500",7,"2013",2.557,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,17
"3593","Stripe-throated Hermit","Glossoloma purpureum","237",5,3,1,4,2013-07-04,"1300_1500",7,"2013",2.557,1030.66666666667,998.666666666667,0,1,998.666666666667,0,94,0,10,17
"3594","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,3,0,2013-08-14,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3595","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,1,1,2014-10-01,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3596","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,2,0,2014-10-02,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3597","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,3,0,2014-01-25,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3598","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,2,2,2013-08-15,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3599","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,1,0,2013-08-14,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3600","Stripe-throated Hermit","Glossoloma purpureum","310",5,3,3,0,2014-07-07,"1300_1500",7,"2014",2.557,2539,1529,0,1,998.666666666667,1,94,0,10,17
"3601","Stripe-throated Hermit","Glossoloma purpureum","310",5,3,1,0,2014-07-07,"1300_1500",7,"2014",2.557,2539,1529,0,1,998.666666666667,1,94,0,10,17
"3602","Stripe-throated Hermit","Glossoloma purpureum","234",5,3,2,0,2013-07-05,"1300_1500",7,"2013",2.557,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,17
"3603","Stripe-throated Hermit","Glossoloma purpureum","270",5,3,2,2,2013-08-14,"1300_1500",8,"2013",2.557,0,0,0,0,998.666666666667,0,94,0,10,17
"3604","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,2,0,2014-10-01,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3605","Stripe-throated Hermit","Glossoloma purpureum","290",5,3,3,0,2014-01-26,"1300_1500",1,"2014",2.557,563,361,0,1,998.666666666667,0,94,0,10,17
"3606","Stripe-throated Hermit","Glossoloma purpureum","318",5,3,3,0,2014-10-03,"1300_1500",10,"2014",2.557,232,56.5,0,1,998.666666666667,0,94,0,10,17
"3607","Stripe-throated Hermit","Heliconia griggsiana","314",5,67,3,0,2014-09-21,"1300_1500",9,"2014",2.836,299.5,51,2.5,1,998.666666666667,0,94,0,10,21
"3608","Stripe-throated Hermit","Heliconia griggsiana","245",5,67,1,0,2013-07-21,"1300_1500",7,"2013",2.836,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,21
"3609","Stripe-throated Hermit","Heliconia griggsiana","245",5,67,1,0,2013-07-20,"1300_1500",7,"2013",2.836,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,21
"3610","Stripe-throated Hermit","Heliconia griggsiana","245",5,67,2,0,2013-07-21,"1300_1500",7,"2013",2.836,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,21
"3611","Stripe-throated Hermit","Heliconia griggsiana","288",5,67,2,0,2014-01-25,"1300_1500",1,"2014",2.836,563,361,2.5,1,998.666666666667,0,94,0,10,21
"3612","Stripe-throated Hermit","Heliconia griggsiana","288",5,67,1,1,2014-01-25,"1300_1500",1,"2014",2.836,563,361,2.5,1,998.666666666667,0,94,0,10,21
"3613","Stripe-throated Hermit","Heliconia griggsiana","245",5,67,2,0,2013-07-20,"1300_1500",7,"2013",2.836,1873.33333333333,1659.33333333333,0,1,998.666666666667,1,94,0,10,21
