"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racketail",3,0.230769230769231,2.08615384615385,0.362051282051282,0.4,0.973484848484849,0.833333333333333,0.766676144627692,0.72604774535809,1.5,0.0827586206896552,0.28030303030303,0.0910931174089069,0.0804850505986916,0.840395739149315,0.651658216564016,1.91871984556613,0.24140037415355,0.431896551724138,0.691603413143146
"Tawny-bellied Hermit",4,0.307692307692308,2.61363636363636,0.403409090909091,0.1,0.90625,0.75,0.529411764705882,0.67379679144385,1.5,0.0224137931034483,0.0340909090909091,0.0910931174089069,0.0451560486013965,1.64909827783131,1.20227880156223,3.32769143749706,0.418667665285099,0.3,0.700617282707445
"Sparkling Violetear",1,0.0769230769230769,0.64,-0.36,0.8,1,1,1,0.64,1.8,0,0,0.0769230769230769,0.0721747626848777,0.23645167299237,0,1,0.125813247156113,0.208333333333333,0.770164819755415
"Buff-tailed Coronet",2,0.153846153846154,1.72222222222222,0.361111111111111,0.6,0.993589743589744,0.916666666666667,0.925360749657561,0.742063492063492,1.7,0,0,0.0789473684210526,0.0688024017507447,0.638514976632965,0.257318640543832,1.29345720901131,0.162734051523197,0.158333333333333,0.854515996517367
"Collared Inca",4,0.307692307692308,0.632575757575758,-0.0918560606060606,0.2,0.958333333333333,0.75,0.662020849322944,0.278619528619529,1.3,0.120114942528736,0.227272727272727,0.103238866396761,0.0405286329810523,2.75920174118743,1.00271826451752,2.72568088924821,0.342926763387679,0.411111111111111,0.4062551784317
"Speckled Hummingbird",2,0.153846153846154,0.927350427350427,-0.0363247863247863,0.7,0.989583333333333,0.916666666666667,0.886571052117468,0.794396961063628,1.6,0.0114942528735632,0.0909090909090909,0.0850202429149798,0.0359539569225125,0.79721883436573,0.348832095843032,1.41741118113173,0.178329103253565,0.186111111111111,0.813473795341982
"Violet-tailed Sylph",5,0.384615384615385,1.48520590520591,0.097041181041181,0,0.833333333333333,0.666666666666667,0.413257659341137,0.24306483639817,1.1,0.54367816091954,0.204545454545455,0.115384615384615,0.0483833686284572,4.63216578275261,1.52295506753132,4.58575641234582,0.576948904904195,0.636111111111111,0.246428849267992
"Gorgeted Sunangel",4,0.307692307692308,2.29166666666667,0.322916666666667,0.3,0.861111111111111,0.75,0.470482907943176,0.46875,1.4,0.0626436781609195,0.0681818181818182,0.097165991902834,0.0386325233524286,3.18361888163792,1.32088834314932,3.74674829750099,0.471390569585238,0.308333333333333,0.539107373244821
"Brown Inca",3,0.230769230769231,0.373688811188811,-0.208770396270396,0.5,0.944444444444445,0.833333333333333,0.627162924074226,0.183828671328671,1.3,0.156896551724138,0.0946969696969697,0.103238866396761,0.0383564487075899,3.16655491100451,0.950270539233235,2.58640928985893,0.325404551231889,0.425,0.317055193282611
"Green-fronted Lancebill",1,0.0769230769230769,0.1875,-0.8125,0.9,1,1,1,0.1875,1.8,0,0,0.0809716599190284,0.0284195107322868,0.525261466517939,0,1,0.125813247156113,0.133333333333333,0.463889739080738
"Green Violetear",1,0.0769230769230769,0.04,-0.96,1,1,1,1,0.04,1.8,0,0,0.0769230769230769,0.0150932433059173,1677720700.50048,0,1,0.125813247156113,0.208333333333333,0.0120379223560695
