"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Violet-tailed Sylph",8,0.296296296296296,3.95499084249084,0.369373855311355,0,0.869230769230769,0.730769230769231,0.359017873425945,0.607627788877789,1.06666666666667,0.310344827586207,0.380116959064327,0.0793795620437956,0.0568438537070518,4.52249443943401,1.92153253594294,6.83141984748176,0.496984522540249,0.485773768216516,0.441257081973695
"Tawny-bellied Hermit",7,0.259259259259259,5.26556776556777,0.609366823652538,0.0625,0.961538461538462,0.769230769230769,0.522567625362424,0.737271062271062,1.26666666666667,0.110632183908046,0.152046783625731,0.0711678832116788,0.0502689959499486,3.828448631713,1.54101844764476,4.66934333192442,0.339693858407544,0.275572519083969,0.698557761744046
"Booted Racketail",3,0.111111111111111,0.847115384615385,-0.0509615384615385,0.4375,0.992307692307692,0.923076923076923,0.83589350321554,0.368429487179487,1.26666666666667,0.0847701149425287,0.304093567251462,0.0711678832116788,0.0830288766465559,1.02800275184552,0.556646903582107,1.74481215724488,0.126934759720619,0.391433418150975,0.395850673243695
"Gorgeted Sunangel",4,0.148148148148148,2.3875,0.346875,0.25,0.989510489510489,0.884615384615385,0.786463179564083,0.661607142857143,1.8,0,0,0.0492700729927007,0.0654376001806695,1.87083692718106,0.754996758130825,2.12760462592826,0.154782840577594,0.183206106870229,0.761083144374211
"Buff-tailed Coronet",6,0.222222222222222,2.35599816849817,0.225999694749695,0.125,0.923076923076923,0.807692307692308,0.423659272868162,0.414555352055352,1.06666666666667,0.445402298850575,0.16374269005848,0.0793795620437956,0.0426737933338362,7.86690702227445,1.67698777432242,5.34941802342378,0.389169165648557,0.332485156912638,0.401003251942322
"Stripe-throated Hermit",4,0.148148148148148,2.24358974358974,0.310897435897436,0.3125,0.951923076923077,0.884615384615385,0.554700196225229,0.488603988603989,1.4,0,0,0.0656934306569343,0.0365695429268871,2.75920174118743,1.21488965394912,3.36992218619932,0.245161211885321,0.366412213740458,0.501079801405247
"White-whiskered Hermit",4,0.148148148148148,1.91025641025641,0.227564102564103,0.375,0.923076923076923,0.884615384615385,0.506369683541833,0.488603988603989,1.4,0,0,0.0656934306569343,0.0363510631462029,2.75920174118743,1.31078367809971,3.70907929775537,0.269834828632057,0.381679389312977,0.472401986013869
"Brown Inca",5,0.185185185185185,3.53571428571429,0.507142857142857,0.1875,0.923076923076923,0.846153846153846,0.438529009653515,0.636904761904762,1.73333333333333,0,0,0.052007299270073,0.0294140533810598,14.1163762322216,1.56071040904141,4.7622031559046,0.346449393320388,0.106870229007634,0.74209522831338
"Booted Racket-tail",2,0.0740740740740741,0.885714285714286,-0.0571428571428572,0.5625,0.974358974358974,0.961538461538462,0.708193802245163,0.474285714285714,1.66666666666667,0.0100574712643678,0,0.0547445255474453,0.0342245742814424,1.23549253245909,0.673011667009257,1.96013170420779,0.142599216690043,0.0916030534351145,0.696353897996462
"Crowned Woodnymph",1,0.037037037037037,0.102564102564103,-0.897435897435897,0.6875,1,1,1,0.102564102564103,1.4,0,0,0.0656934306569343,0.0430359937402191,0.427945957592403,0,1,0.0727498138946109,0.297709923664122,0.197613810760733
"Rufous-tailed Hummingbird",1,0.037037037037037,0.102564102564103,-0.897435897435897,0.75,1,1,1,0.102564102564103,1.4,0,0,0.0656934306569343,0.0430359937402191,0.427945957592403,0,1,0.0727498138946109,0.297709923664122,0.197613810760733
"Collared Inca",3,0.111111111111111,0.714285714285714,-0.0952380952380952,0.5,0.923076923076923,0.923076923076923,0.554700196225229,0.238095238095238,1.6,0.0387931034482759,0,0.0574817518248175,0.0226310038766071,419430397.854167,1.09861228866811,3,0.218249441683833,0.175572519083969,0.418402880145364
"Green-crowned Brilliant",2,0.0740740740740741,1.14285714285714,0.0714285714285715,0.625,0.980769230769231,0.961538461538462,0.733799385705343,0.428571428571429,1.86666666666667,0,0,0.0483576642335766,0.02249712090417,2.62230229845195,0.636514168294813,1.88988157484231,0.137488532852632,0.114503816793893,0.571159093254155
"Speckled Hummingbird",1,0.037037037037037,1,0,0.8125,1,1,1,1,NA,0,0,0,NA,0.795926633452104,0,1,0.0727498138946109,0.0152671755725191,1
"Fawn-breasted Brilliant",1,0.037037037037037,0.5,-0.5,0.875,1,1,1,0.5,2,0,0,0.0428832116788321,0.0127136193041541,1677720700.50048,0,1,0.0727498138946109,0.0152671755725191,0.81079964048313
"Green-crowned Woodnymph",1,0.037037037037037,0.0256410256410256,-0.974358974358974,0.9375,1,1,1,0.0256410256410256,1.4,0,0,0.0656934306569343,0.0147904131231302,1677720700.50048,0,1,0.0727498138946109,0.297709923664122,0
"Wedge-billed Hummingbird",1,0.037037037037037,0.0256410256410256,-0.974358974358974,1,1,1,1,0.0256410256410256,1.4,0,0,0.0656934306569343,0.0147904131231302,1677720700.50048,0,1,0.0727498138946109,0.297709923664122,0
