"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Abutilon",1,0.0454545454545455,0.00709219858156028,-0.99290780141844,0.911392405063291,1,1,1,1,1.78481012658228,0,0,0.00945129955368863,0.000783913328081132,1677720700.50048,0,1,0.0570157703194501,0.0762358739352613,0.169811196530328
"Bromeliaceae",1,0.0454545454545455,0.00671140939597315,-0.993288590604027,0.924050632911392,1,1,1,1,1.78481012658228,0,0,0.00945129955368863,0.000784266528703565,1677720700.50048,0,1,0.0602507076425394,0.0762358739352613,0.160553292464975
"Guzmania fusispica",1,0.0454545454545455,0.0476190476190476,-0.952380952380952,0.936708860759494,1,1,1,1,1.92405063291139,0,0,0.00843397217117354,0.000783903282886823,1677720700.50048,0,1,0.00849171047310958,0.0762358739352613,0.489260239797767
"Heppiella ulmifolia",1,0.0454545454545455,0.00602409638554217,-0.993975903614458,0.949367088607595,1,1,1,1,1.82278481012658,0,0,0.00915594644263586,0.00078352654292991,1677720700.50048,0,1,0.0671249494541043,0.0762358739352613,0.14242858425629
"Mikania websteri",1,0.0454545454545455,0.0833333333333333,-0.916666666666667,0.962025316455696,1,1,1,1,2.0126582278481,0,0,0.00794171698608559,0.000780395612203294,1677720700.50048,0,1,0.00485240598463405,0.0762358739352613,0.58313967054003
"Palicourea sodiroi",1,0.0454545454545455,0.00264550264550265,-0.997354497354497,0.974683544303797,1,1,1,1,1.67088607594937,0,0,0.0103373588868469,0.000784207304754629,1677720700.50048,0,1,0.152850788515973,0.0762358739352613,0.00438032555181976
"Podandrogyne",1,0.0454545454545455,0.00257731958762887,-0.997422680412371,0.987341772151899,1,1,1,1,1.50632911392405,0,0,0.0116172223680756,0.000787074713664178,1677720700.50048,0,1,0.156894460169834,0.0762358739352613,0
"Stromanthe",1,0.0454545454545455,0.0128205128205128,-0.987179487179487,1,1,1,1,1,1.87341772151899,0,0,0.0088277763192439,0.000783148514266976,1677720700.50048,0,1,0.0315406389001213,0.0762358739352613,0.26913186979884
"Alloplectus",1,0.0454545454545455,0.02,-0.98,0.810126582278481,1,1,1,1,1.77215189873418,0,0,0.00954975059070622,0.00154724778370315,0.795926633452104,0,1,0.0404367165386171,0.0762358739352613,0.342290510467348
"Burmeistera multiflora",1,0.0454545454545455,0.00515463917525773,-0.994845360824742,0.822784810126582,1,1,1,1,1.50632911392405,0,0,0.0116172223680756,0.00155889596209655,0.795926633452104,0,1,0.156894460169834,0.0762358739352613,0.114340509777047
