"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Violet-tailed Sylph",5,0.454545454545455,2.14285714285714,0.228571428571429,0,0.825,0.6,0.426401432711221,0.45995670995671,1.11111111111111,0.777777777777778,0.777777777777778,0.144886363636364,0.0801001251564456,3.53812148496754,1.46813993901621,4.34115281760506,0.600135098377156,0.668686868686869,0.27306589961815
"Brown Inca",4,0.363636363636364,3.4375,0.609375,0.1,0.957142857142857,0.7,0.687022561492707,0.60625,1.66666666666667,0,0,0.107954545454545,0.0750544479812364,2.47100426880245,0.940447988655326,2.56112851788714,0.354058744213176,0.422222222222222,0.574374762005389
"Booted Racketail",4,0.363636363636364,2.66666666666667,0.416666666666667,0.2,0.875,0.7,0.489393678789894,0.703703703703704,1.77777777777778,0.222222222222222,0.222222222222222,0.09375,0.054468085106383,2.75920174118743,1.27302833658963,3.57165236692845,0.493756850922867,0.311111111111111,0.7291093018576
"Buff-tailed Coronet",1,0.0909090909090909,0.714285714285714,-0.285714285714286,0.3,1,1,1,0.714285714285714,1.88888888888889,0,0,0.0909090909090909,0.0840556868925663,0.375882883682592,0,1,0.138243255557228,0.155555555555556,0.818766680983611
"Collared Inca",1,0.0909090909090909,0.1875,-0.8125,0.4,1,1,1,0.1875,1.66666666666667,0,0,0.107954545454545,0.054468085106383,0.525261466517939,0,1,0.138243255557228,0.355555555555556,0.228612900127791
"Crowned Woodnymph",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.5,1,1,1,0.333333333333333,2.66666666666667,0,0,0.0653409090909091,0.0324214792299899,0.795926633452104,0,1,0.138243255557228,0.133333333333333,0.534338221271389
"Fawn-breasted Brilliant",1,0.0909090909090909,1,0,0.6,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.138243255557228,0.0222222222222222,1
"Gorgeted Sunangel",1,0.0909090909090909,0.142857142857143,-0.857142857142857,0.7,1,1,1,0.142857142857143,1.88888888888889,0,0,0.0909090909090909,0.0302600472813239,1677720700.50048,0,1,0.138243255557228,0.155555555555556,0.298161269485599
"Green-crowned Brilliant",1,0.0909090909090909,0.0625,-0.9375,0.8,1,1,1,0.0625,1.66666666666667,0,0,0.107954545454545,0.0277898393399913,1677720700.50048,0,1,0.138243255557228,0.355555555555556,0
"Green-fronted Lancebill",1,0.0909090909090909,0.0625,-0.9375,0.9,1,1,1,0.0625,1.66666666666667,0,0,0.107954545454545,0.0277898393399913,1677720700.50048,0,1,0.138243255557228,0.355555555555556,0
"Tawny-bellied Hermit",1,0.0909090909090909,0.25,-0.75,1,1,1,1,0.25,2,0,0,0.0823863636363636,0.0263555250514756,1677720700.50048,0,1,0.138243255557228,0.0888888888888889,0.5
