"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Brown Inca",4,0.285714285714286,2.95833333333333,0.489583333333333,0.153846153846154,0.935897435897436,0.769230769230769,0.57274392250191,0.740530303030303,2.08333333333333,0,0.130718954248366,0.0637254901960784,0.0332309281893139,1.43065344035967,1.15703333577874,3.18048383878199,0.357760377825127,0.329896907216495,0.763659640311862
"Violet-tailed Sylph",5,0.357142857142857,2.43560606060606,0.287121212121212,0,0.830769230769231,0.692307692307692,0.457312382715158,0.412168560606061,1.25,0.379032258064516,0.359477124183007,0.102941176470588,0.0555032639261822,2.49674652037146,1.4201164366885,4.13760218090096,0.465422933919415,0.515463917525773,0.388518385047065
"Speckled Hummingbird",2,0.142857142857143,0.630681818181818,-0.184659090909091,0.384615384615385,0.945054945054945,0.923076923076923,0.690286698767785,0.315814393939394,1.5,0.032258064516129,0.124183006535948,0.0882352941176471,0.0580847545823241,0.685325657285623,0.679193265991526,1.97228598008191,0.221854853909123,0.391752577319588,0.402691834421964
"Booted Racketail",4,0.285714285714286,1.97402597402597,0.243506493506494,0.230769230769231,0.961538461538462,0.769230769230769,0.664526479228211,0.457431457431457,1.33333333333333,0.467741935483871,0.379084967320261,0.0980392156862745,0.0206624724355672,2.75920174118743,1.00271826451752,2.72568088924821,0.306601345643565,0.286368843069874,0.54810128548585
"Tawny-bellied Hermit",5,0.357142857142857,2.25,0.25,0.0769230769230769,0.923076923076923,0.692307692307692,0.509524665365068,0.375,1.91666666666667,0.0241935483870968,0.0065359477124183,0.0735294117647059,0.0259765695465955,5.70511385211326,1.38629436111989,4,0.449944594545887,0.288659793814433,0.499455187070438
"Buff-tailed Coronet",1,0.0714285714285714,0.318181818181818,-0.681818181818182,0.461538461538462,1,1,1,0.318181818181818,1.58333333333333,0,0,0.0833333333333333,0.0526485995662126,0.319256906602962,0,1,0.112486148636472,0.22680412371134,0.524312001224194
"Sparkling Violetear",1,0.0714285714285714,0.5,-0.5,0.538461538461538,1,1,1,0.5,2.16666666666667,0,0,0.0620915032679739,0.0185287958173412,0.319256906602962,0,1,0.112486148636472,0.144329896907216,0.712066637244732
"Hoary Puffleg",1,0.0714285714285714,0.375,-0.625,0.615384615384615,1,1,1,0.375,2,0,0,0.0686274509803922,0.0438616506302809,0.34265736795781,0,1,0.112486148636472,0.164948453608247,0.6114624518348
"Gorgeted Sunangel",3,0.214285714285714,0.607954545454545,-0.130681818181818,0.307692307692308,0.846153846153846,0.846153846153846,0.531085004543794,0.202651515151515,1.41666666666667,0.0967741935483871,0,0.0931372549019608,0.0251578911868353,419430397.854167,1.09861228866811,3,0.337458445909415,0.412371134020619,0.240781449092147
"Green-fronted Lancebill",1,0.0714285714285714,1,0,0.692307692307692,1,1,1,1,NA,0,0,0,NA,0.525261466517939,0,1,0.112486148636472,0.0309278350515464,1
"Collared Inca",1,0.0714285714285714,0.0454545454545455,-0.954545454545455,0.769230769230769,1,1,1,0.0454545454545455,1.58333333333333,0,0,0.0833333333333333,0.0165278160366112,1677720700.50048,0,1,0.112486148636472,0.22680412371134,0
"Fawn-breasted Brilliant",1,0.0714285714285714,0.0714285714285714,-0.928571428571429,0.846153846153846,1,1,1,0.0714285714285714,2.16666666666667,0,0,0.0620915032679739,0.0104733699167851,1677720700.50048,0,1,0.112486148636472,0.144329896907216,0.146224172124194
"Purple-bibbed Whitetip",1,0.0714285714285714,0.5,-0.5,0.923076923076923,1,1,1,0.5,2.25,0,0,0.0571895424836601,0.0107770494129225,1677720700.50048,0,1,0.112486148636472,0.0206185567010309,0.775756175782425
"Stripe-throated Hermit",1,0.0714285714285714,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,2.08333333333333,0,0,0.0637254901960784,0.0162958603987959,1677720700.50048,0,1,0.112486148636472,0.0309278350515464,0.644581947596836
