"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Columnea medicinalis",1,0.1,0.166666666666667,-0.833333333333333,0.727272727272727,1,1,1,1,2.1,0,0,0.0862068965517241,0.0359075109566269,1677720700.50048,0,1,0.13953488372093,0.134177860862448,0.252778263690786
"Drymonia collegarum",1,0.1,0.333333333333333,-0.666666666666667,0.818181818181818,1,1,1,1,2.3,0,0,0.0763546798029557,0.0306146115191341,1677720700.50048,0,1,0.0697674418604651,0.134177860862448,0.541843090008674
"Meriania tomentosa",1,0.1,0.333333333333333,-0.666666666666667,0.909090909090909,1,1,1,1,2.3,0,0,0.0763546798029557,0.0240802675585284,1677720700.50048,0,1,0.0697674418604651,0.134177860862448,0.541843090008674
"Psammisia ulbrichiana",1,0.1,0.333333333333333,-0.666666666666667,1,1,1,1,1,2.3,0,0,0.0763546798029557,0.0306146115191341,1677720700.50048,0,1,0.0697674418604651,0.134177860862448,0.541843090008674
"Bomarea multiflora",1,0.1,1,0,0.363636363636364,1,1,1,1,NA,0,0,0,NA,0.795926633452104,0,1,0.0465116279069767,0.134177860862448,1
"Centropogon solanifolius",1,0.1,0.333333333333333,-0.666666666666667,0.454545454545455,1,1,1,1,2.1,0,0,0.0862068965517241,0.0531305903398927,0.795926633452104,0,1,0.13953488372093,0.134177860862448,0.509256357433032
"Columnea mastersonii",1,0.1,0.333333333333333,-0.666666666666667,0.545454545454545,1,1,1,1,2.1,0,0,0.0862068965517241,0.0531305903398927,0.795926633452104,0,1,0.13953488372093,0.134177860862448,0.509256357433032
"Drymonia tenuis",1,0.1,0.25,-0.75,0.636363636363636,1,1,1,1,1.7,0,0,0.0960591133004926,0.049936948297604,0.795926633452104,0,1,0.186046511627907,0.134177860862448,0.380750469056927
"Macleania stricta",2,0.2,0.424242424242424,-0.287878787878788,0.272727272727273,0.888888888888889,0.666666666666667,0.888888888888889,1,2.3,0,0,0.0763546798029557,0.0299376299376299,2941562359.8741,0.693147180559945,2,0.325581395348837,0.268355721724897,0.219065326923821
"Palicourea acetosoides",2,0.2,0.583333333333333,-0.208333333333333,0.181818181818182,0.944444444444444,0.71145824860365,0.888888888888889,1,1.5,0.30188679245283,0.30188679245283,0.110837438423645,0.0548856548856549,2.62230229845195,0.636514168294813,1.88988157484231,0.255813953488372,0.253580266995696,0.397314001332079
"Palicourea lineata",3,0.3,1.36742424242424,0.122474747474747,0.0909090909090909,0.977777777777778,0.822147143719375,0.777777777777778,1,1.5,0.30188679245283,0.30188679245283,0.110837438423645,0.0393052109181141,1.28387261751219,0.566085738959629,1.76135912114648,0.408914728682171,0.236335399085997,0.710369946648385
"Palicourea demissa",6,0.6,4.54166666666667,0.590277777777778,0,0.888888888888889,0.490268101951762,0.444444444444444,1,1.4,0.39622641509434,0.39622641509434,0.118226600985222,0.0657443276148312,3.97758840404873,1.43068533608729,4.18156398683895,0.490033222591362,0.561073310813502,0.675336525337728
