"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Gorgeted Sunangel",2,0.166666666666667,1.33333333333333,0.166666666666667,0.444444444444444,0.990909090909091,0.909090909090909,0.905364262484234,0.803030303030303,1.75,0,0.170731707317073,0.0909090909090909,0.129781420765027,0.715316431468451,0.304636097349238,1.35613141338627,0.188996016289149,0.325581395348837,0.801100358361652
"Violet-tailed Sylph",4,0.333333333333333,1.96428571428571,0.241071428571429,0,0.848484848484849,0.727272727272727,0.464660188642293,0.507440476190476,1,1,0.829268292682927,0.145454545454545,0.0921212121212121,3.18361888163792,1.32088834314932,3.74674829750099,0.522162155729182,0.566860465116279,0.25936864230876
"Booted Racketail",1,0.0833333333333333,0.5,-0.5,0.555555555555556,1,1,1,0.5,1.375,0,0,0.118181818181818,0.105367399485047,0.319256906602962,0,1,0.139364087007781,0.325581395348837,0.514632605421478
"Tawny-bellied Hermit",4,0.333333333333333,3.07142857142857,0.517857142857143,0.111111111111111,0.818181818181818,0.727272727272727,0.460566186471838,0.845238095238095,1.375,0,0,0.118181818181818,0.0365560365560366,5.24460493178456,1.32966134885476,3.77976314968462,0.52676324046145,0.282945736434109,0.716336123511104
"Brown Inca",3,0.25,2.33333333333333,0.444444444444444,0.222222222222222,0.818181818181818,0.818181818181818,0.522232967867094,0.777777777777778,1.875,0,0,0.0818181818181818,0.0329004329004329,419430397.854167,1.09861228866811,3,0.418092261023342,0.116279069767442,0.827715331447563
"Buff-tailed Coronet",3,0.25,1.58333333333333,0.194444444444445,0.333333333333333,0.818181818181818,0.818181818181818,0.522232967867094,0.527777777777778,1.75,0,0,0.0909090909090909,0.0558987937628714,419430397.854167,1.09861228866811,3,0.418092261023342,0.348837209302326,0.501616761025774
"Speckled Hummingbird",1,0.0833333333333333,1,0,0.666666666666667,1,1,1,1,NA,0,0,0,NA,0.795926633452104,0,1,0.139364087007781,0.0465116279069767,1
"Crowned Woodnymph",1,0.0833333333333333,0.0714285714285714,-0.928571428571429,0.777777777777778,1,1,1,0.0714285714285714,1.375,0,0,0.118181818181818,0.0365560365560366,1677720700.50048,0,1,0.139364087007781,0.325581395348837,0
"Rufous-tailed Hummingbird",1,0.0833333333333333,0.0714285714285714,-0.928571428571429,0.888888888888889,1,1,1,0.0714285714285714,1.375,0,0,0.118181818181818,0.0365560365560366,1677720700.50048,0,1,0.139364087007781,0.325581395348837,0
"Wedge-billed Hummingbird",1,0.0833333333333333,0.0714285714285714,-0.928571428571429,1,1,1,1,0.0714285714285714,1.375,0,0,0.118181818181818,0.0365560365560366,1677720700.50048,0,1,0.139364087007781,0.325581395348837,0
