"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"White-whiskered Hermit",4,0.333333333333333,2.79757085020243,0.449392712550607,0,0.919191919191919,0.727272727272727,0.572791929522912,0.731840914503453,1.14285714285714,0.416666666666667,0.292682926829268,0.147727272727273,0.111325860069579,1.64909827783131,1.11506598409643,3.04976940882239,0.426290158394655,0.424098671726755,0.613156731147028
"Stripe-throated Hermit",3,0.25,1.33076923076923,0.11025641025641,0.1,0.909090909090909,0.818181818181818,0.564076074817766,0.482692307692308,1.42857142857143,0.166666666666667,0.390243902439024,0.125,0.127320954907162,1.28387261751219,1.03972077083992,2.82842712474619,0.395351413627485,0.467741935483871,0.469296274346517
"Booted Racketail",3,0.25,1.92105263157895,0.307017543859649,0.2,0.965909090909091,0.818181818181818,0.728820666719472,0.533492822966507,1.42857142857143,0,0,0.125,0.180847723704867,1.3588829908145,0.759547391474863,2.13730863743501,0.298748369288105,0.370967741935484,0.55966515520366
"Green-crowned Woodnymph",2,0.166666666666667,0.463157894736842,-0.268421052631579,0.4,0.963636363636364,0.909090909090909,0.744802647217645,0.245112781954887,1.14285714285714,0.416666666666667,0.317073170731707,0.147727272727273,0.129554655870445,0.935412999044635,0.598269588585257,1.81896851165317,0.25425147642455,0.467741935483871,0.290759703667757
"Tawny-bellied Hermit",3,0.25,1.57692307692308,0.192307692307692,0.3,0.939393939393939,0.818181818181818,0.623771519942125,0.515384615384615,1.71428571428571,0,0,0.102272727272727,0.0699963543565439,3.16655491100451,0.950270539233235,2.58640928985893,0.361522685176747,0.312903225806452,0.585809315018409
"Crowned Woodnymph",2,0.166666666666667,0.657894736842105,-0.171052631578947,0.5,0.96969696969697,0.909090909090909,0.768706114785807,0.243421052631579,1.42857142857143,0,0,0.125,0.0895104895104895,1.59181590415142,0.562335144618808,1.75476535060332,0.245277297716414,0.338709677419355,0.351228598537869
"Booted Racket-tail",1,0.0833333333333333,0.2,-0.8,0.6,1,1,1,0.2,1.71428571428571,0,0,0.102272727272727,0.0551090700344432,0.795926633452104,0,1,0.139777832763841,0.161290322580645,0.415747152280372
"Brown Inca",1,0.0833333333333333,1,0,0.7,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.139777832763841,0.0161290322580645,1
"Buff-tailed Coronet",1,0.0833333333333333,1,0,0.8,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.139777832763841,0.0161290322580645,1
"Rufous-tailed Hummingbird",1,0.0833333333333333,0.0526315789473684,-0.947368421052632,0.9,1,1,1,0.0526315789473684,1.42857142857143,0,0,0.125,0.0328205128205128,1677720700.50048,0,1,0.139777832763841,0.306451612903226,0
"Violet-tailed Sylph",1,0.0833333333333333,1,0,1,1,1,1,1,NA,0,NA,0,NA,1677720700.50048,0,1,0.139777832763841,0.0161290322580645,1
