"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Violet-tailed Sylph",4,0.285714285714286,3.2,0.55,0,0.903846153846154,0.769230769230769,0.531085004543794,0.911111111111111,2,0,0,0.11070110701107,0.045933014354067,2.75920174118743,1.21488965394912,3.36992218619932,0.330036448456581,0.288888888888889,0.873240641975761
"Tawny-bellied Hermit",3,0.214285714285714,2.5,0.5,0.0909090909090909,0.974358974358974,0.846153846153846,0.75,0.9375,2.75,0,0,0.0793357933579336,0.02980044345898,1.74344393002143,0.735621939758795,2.08677944009772,0.204370675958785,0.2,0.942255300972728
"Booted Racketail",2,0.142857142857143,0.763636363636364,-0.118181818181818,0.181818181818182,0.961538461538462,0.923076923076923,0.722057837965576,0.375757575757576,1.625,0.394736842105263,0.394736842105263,0.129151291512915,0.0814545454545454,1.0505229538638,0.636514168294813,1.88988157484231,0.185087301279186,0.355555555555556,0.405769200157363
"Booted Racket-tail",2,0.142857142857143,1,0,0.272727272727273,0.948717948717949,0.923076923076923,0.695037353727786,0.52,1.5,0.421052631578947,0.421052631578947,0.132841328413284,0.100149031296572,1.23549253245909,0.673011667009257,1.96013170420779,0.191967312721096,0.222222222222222,0.617381998778916
"White-whiskered Hermit",2,0.142857142857143,1.18181818181818,0.0909090909090909,0.363636363636364,0.948717948717949,0.923076923076923,0.695037353727786,0.672727272727273,2.25,0,0,0.105166051660517,0.0535885167464115,1.23549253245909,0.673011667009257,1.96013170420779,0.191967312721096,0.311111111111111,0.612329271772489
"Stripe-throated Hermit",1,0.0714285714285714,0.272727272727273,-0.727272727272727,0.636363636363636,1,1,1,0.272727272727273,2.25,0,0,0.105166051660517,0.0623376623376623,0.525261466517939,0,1,0.0979359255855115,0.244444444444444,0.32785192707817
"Brown Inca",2,0.142857142857143,2,0.5,0.454545454545455,0.923076923076923,0.923076923076923,0.679366220486758,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.195871851171023,0.0444444444444444,1
"Collared Inca",2,0.142857142857143,0.7,-0.15,0.545454545454545,0.923076923076923,0.923076923076923,0.679366220486758,0.35,1.875,0.184210526315789,0.184210526315789,0.121771217712177,0.050488354620586,2941562359.8741,0.693147180559945,2,0.195871851171023,0.155555555555556,0.450411732046363
"Crowned Woodnymph",1,0.0714285714285714,0.181818181818182,-0.818181818181818,0.727272727272727,1,1,1,0.181818181818182,2.25,0,0,0.105166051660517,0.0535885167464115,0.795926633452104,0,1,0.0979359255855115,0.244444444444444,0.186210703646724
"Buff-tailed Coronet",1,0.0714285714285714,0.2,-0.8,0.818181818181818,1,1,1,0.2,2,0,0,0.11070110701107,0.045933014354067,1677720700.50048,0,1,0.0979359255855115,0.111111111111111,0.32881225852876
"Gorgeted Sunangel",1,0.0714285714285714,1,0,0.909090909090909,1,1,1,1,NA,0,NA,0,NA,1677720700.50048,0,1,0.0979359255855115,0.0222222222222222,1
"Green-crowned Brilliant",1,0.0714285714285714,1,0,1,1,1,1,1,NA,0,NA,0,NA,1677720700.50048,0,1,0.0979359255855115,0.0222222222222222,1
